Name;X;Y;Lat;Long
ARMADA POINT;544086;181034;51.50987;0.074882922
ARMADA POINT;544086;180984;51.50942;0.074862508
MONTROSE AVENUE;513592;173562;51.44966;-0.36671739
VINCAM CLOSE;513536;173827;51.452053;-0.36743797
ASHLEY DRIVE;513626;173378;51.447999;-0.36628735
ASHLEY DRIVE;513614;173367;51.447903;-0.36646348
HARFORD STREET;536119;181716;51.517972;-0.039583846
LONGFORD ROAD;513666;173161;51.446041;-0.36578162
LONGFORD ROAD;513660;173128;51.445746;-0.3658785
MANOR ROAD / SAINSBURYS;519020;175528;51.466216;-0.28798008
MITCHAM / CRICKET GREEN;527439;168427;51.400568;-0.1693974
HUME WAY;510290;188004;51.580116;-0.40970173
COPPERFIELD ROAD;536494;181724;51.517953;-0.034179496
BECKTON DLR DEPOT;544492;181272;51.511905;0.080826679
BECKTON DLR DEPOT;544495;181366;51.512748;0.080908374
POINT PLACE;519792;184322;51.545088;-0.27388775
MALDEN MANOR STATION #;521044;166482;51.384486;-0.26194422
MALDEN MANOR STATION #;520999;166506;51.384712;-0.2625824
CONDUIT STREET / SAVILE ROW;529025;180888;51.512194;-0.14206919
HIGH STREET LANGLEY;500995;178179;51.493545;-0.54661292
TURNER CLOSE;508242;182944;51.535034;-0.44080232
TURNER CLOSE;508213;182947;51.535066;-0.44121934
HEATH ROAD;508206;182478;51.530852;-0.44146419
MELLOW LANE SCHOOL;508378;182101;51.527431;-0.43910146
MELLOW LANE SCHOOL;508361;182143;51.527811;-0.43933351
MELLOW LANE WEST;508119;182593;51.531902;-0.44268264
MELLOW LANE WEST;508095;182618;51.532132;-0.44302083
ROMNEY ROAD;508740;183052;51.535909;-0.43359191
HEATH ROAD;508204;182394;51.530097;-0.44151879
HIGH STREET LANGLEY;500840;178239;51.494112;-0.54882772
WESTBURY ROAD;544594;183805;51.534639;0.083334154
VICARAGE FIELD SHOPPING CENTRE;544394;184100;51.537341;0.080573524
VICARAGE FIELD SHOPPING CENTRE;544357;184130;51.53762;0.080052703
QUEEN MARY'S HOSPITAL / FROGNAL AVENUE;546067;171023;51.419408;0.099275814
QUEEN MARY'S HOSPITAL / CHISLEHURST ROAD;546091;171120;51.420273;0.099660669
STERN CLOSE;547143;183053;51.527224;0.11974438
STERN CLOSE;547031;183055;51.527271;0.11813186
NORTHWICK PARK HOSPITAL;516139;187653;51.575788;-0.32544337
BURGESS STREET;537107;181768;51.5182;-0.025333192
HAVERING WAY;546761;182974;51.526613;0.11420881
PARKWAY;548292;179409;51.494181;0.13476413
PARKWAY;548274;179357;51.493719;0.13448321
SANDRINGHAM ROAD;541286;185055;51.546708;0.036174165
TOOTING BROADWAY STATION <>;527560;171356;51.426864;-0.16660614
OSBORN STREET;534080;181496;51.516482;-0.069036372
POPLAR HIGH STREET / BLACKWALL [DLR];538193;180743;51.508725;-0.010092742
DEVONS ROAD;537280;181736;51.517871;-0.022853872
CHOATS MANOR WAY;548452;182609;51.522892;0.13841323
CHOATS MANOR WAY;548394;182607;51.522889;0.137577
PILGRIMS LANE CARAVAN PARK;559448;179890;51.495469;0.29555036
PILGRIMS LANE CARAVAN PARK;559463;179849;51.495097;0.29574775
HINDMANS WAY;548782;182535;51.52214;0.1431351
HINDMANS WAY;548858;182535;51.52212;0.14422973
CHESTNUT DRIVE;539973;188192;51.575223;0.018499206
GORDON ROAD;540059;188376;51.576855;0.019812711
EPPING FOREST COLLEGE;543979;196301;51.647077;0.079595527
DEVONS ROAD;537314;181679;51.51735;-0.022386351
GROSVENOR WAY;526848;172224;51.434824;-0.17653119
NUNHEAD STATION #;535441;175998;51.466751;-0.051541614
READING ROAD;514192;185215;51.554274;-0.35431838
MARY PETERS DRIVE;514561;185384;51.555718;-0.3489434
HEMERY ROAD;514748;185274;51.554691;-0.34628314
MARY PETERS DRIVE;514578;185354;51.555445;-0.34870806
READING ROAD;514224;185224;51.554348;-0.35385411
ST LOYS ROAD;533793;189900;51.592071;-0.069975917
DAGENHAM DOCK TERMINUS;549110;182898;51.525316;0.14801279
BICKLEY STATION #;542523;168646;51.39895;0.047388716
ST GEORGE'S ROAD;542677;168666;51.399091;0.049608989
ALBYFIELD;543033;168670;51.399037;0.054724608
BARFIELD ROAD;543165;168699;51.399265;0.056632498
BARFIELD ROAD;543186;168700;51.399268;0.056934571
AUGUSTA STREET;537574;181274;51.513648;-0.018799498
AQUILA ESTATE;543346;168707;51.399291;0.059235829
ST NEOT'S ROAD;554604;191329;51.599588;0.23084974
ST GEORGE'S GROVE;526686;172378;51.436244;-0.17880544
ESMOND ROAD;520934;178823;51.495424;-0.25931258
ST SAVIOURS & ST OLAVES SCHOOL;532785;179036;51.494681;-0.088613978
EXNING ROAD;539520;182020;51.519875;0.009521131
COPPERFIELD ROAD;536509;181730;51.518004;-0.033961125
AVENUE ROAD;516076;170410;51.420827;-0.33201906
PARK ROAD;517330;169559;51.412921;-0.31427413
CHURCH GROVE / THE KING'S FIELD;517455;169381;51.411295;-0.31253647
PARK ROAD;517309;169579;51.413105;-0.31456934
AVENUE ROAD;516053;170404;51.420778;-0.33235165
SAYES COURT ESTATE;537019;177752;51.482133;-0.028159026
GATEWAY SURGICAL CENTRE;541615;182175;51.520747;0.039758357
VICTORIA STN # <> / GROSVENOR GARDENS;528857;179131;51.496443;-0.14513009
HERITAGE AVENUE;521860;189926;51.595009;-0.2421387
COLEBERT AVENUE;535463;182436;51.5246;-0.04875596
ROWAN DRIVE;522215;189776;51.593585;-0.23706847
ACACIA ROAD;528503;169146;51.40679;-0.15385023
ACACIA ROAD;528521;169133;51.406669;-0.15359629
CEDARS AVENUE;528690;168882;51.404375;-0.15125885
TAMWORTH PARK;528874;168685;51.402563;-0.14868653
TAMWORTH PARK;528968;168592;51.401705;-0.14736971
SHERWOOD PARK ROAD;529083;168488;51.400745;-0.14575522
LINDSEY CLOSE;530464;168371;51.399378;-0.12595698
HUNTINGDON CLOSE;530362;168523;51.400767;-0.1273666
PORTMAN PLACE;535355;182603;51.526126;-0.050247653
CAERNARVON CLOSE;530038;168594;51.401479;-0.13199561
COOMBER WAY / BEDDINGTON LANE;529605;166934;51.38666;-0.13882232
COOMBER WAY / BEDDINGTON LANE;529576;166896;51.386325;-0.1392527
THERAPIA LANE TRAM DEPOT;529954;166962;51.386832;-0.13379943
THERAPIA LANE TRAM DEPOT;529886;166975;51.386964;-0.13477136
THERAPIA LANE TRAM STOP >T<;530183;166866;51.385917;-0.13054547
THERAPIA LANE TRAM STOP >T<;530125;166880;51.386056;-0.13137338
COULSDON SOUTH STATION #;529821;159034;51.315614;-0.13859945
WOOLWICH ARSENAL STATION # [DLR];543626;178779;51.489724;0.067341774
PEEL GROVE;535143;183048;51.530176;-0.053131155
WOOLWICH ARSENAL STATION # [DLR];543679;178789;51.489801;0.068108698
WOOLWICH ARSENAL STATION # [DLR];543694;178804;51.489931;0.068330702
POWER ROAD;519413;178551;51.493302;-0.28130418
ROYAL OAK ROAD;534506;184804;51.546108;-0.061638324
BLOOMSBURY WAY;530417;181639;51.518624;-0.1217436
MUSEUM STREET;530222;181499;51.517411;-0.12460412
ENGLEFIELD ROAD / MORTIMER ROAD;533372;184367;51.542449;-0.078147648
ENGLEFIELD ROAD / MORTIMER ROAD;533345;184381;51.542582;-0.078531457
WATERSIDE WAY;526192;171642;51.42974;-0.18617059
SOUTHWARK STREET / BLACKFRIARS ROAD;531719;180341;51.506658;-0.10347391
STATION ROAD;519257;169574;51.412654;-0.28657352
GREAT WEST ROAD / BOROUGH ROAD;515617;177224;51.482164;-0.3363927
HAMMERSMITH BRIDGE / NORTH SIDE;523051;178231;51.489647;-0.22903848
GROVE FARM;559566;184082;51.533098;0.29914472
CHRISP STREET MARKET;537837;181305;51.513862;-0.014999711
KINGSWOOD ESTATE / SEELEY DRIVE SHOPS;533512;171875;51.430158;-0.080849453
HANCOCK ROAD;538061;182851;51.5277;-0.011168516
SQUIRES LANE / LONG LANE;525998;190562;51.599816;-0.18220324
LONG LANE;526064;190618;51.600304;-0.18123072
VINEYARD GROVE;525941;190519;51.599442;-0.1830412
AVONDALE ROAD;526110;190671;51.60077;-0.18054788
OAKFIELD ROAD;525888;190709;51.601161;-0.18373788
ST STEPHEN'S ROAD;541654;184194;51.538879;0.041131435
VINES AVENUE;525765;190867;51.602609;-0.18545628
VINES AVENUE;525808;190835;51.602311;-0.1848472
HIVE ROAD;515156;193661;51.629987;-0.33765143
HIVE ROAD;515184;193677;51.630125;-0.33724182
GATAKER STREET;534760;179268;51.496299;-0.060092844
MITCHAM EASTFIELDS STATION #;528486;169272;51.407926;-0.15404891
SOUTH ESK ROAD;541386;184550;51.542145;0.037412621
CATHALL LEISURE CENTRE;539008;186475;51.560033;0.003904314
OAK GROVE;510833;187219;51.572955;-0.40211593
OAK GROVE;510865;187221;51.572966;-0.40165375
NEW BOND STREET;528893;180743;51.510921;-0.14402327
CLAPTON GIRLS' TECHNOLOGY COLLEGE;535093;185566;51.552815;-0.052885898
TOTTENHAM HALE BUS STATION;534466;189541;51.588685;-0.060403968
SOUTH ESK ROAD;541336;184635;51.542921;0.036726209
THE READENS;527588;159444;51.319803;-0.17047622
BROCKWELL PARK;532033;174216;51.451542;-0.10123959
CHISWELL STREET / SILK STREET;532488;181951;51.520946;-0.091795559
CHISWELL STREET / FINSBURY SQUARE;532726;181924;51.520648;-0.088377391
CHISWELL STREET / FINSBURY SQUARE;532717;181909;51.520515;-0.088512677
TOTTENHAM HALE BUS STATION;534421;189522;51.588525;-0.061060404
HALLEY ROAD;541321;184846;51.544821;0.036594711
PLUMSTEAD ROAD / WOOLWICH PUBLIC MARKET;543878;178973;51.491403;0.071047943
BECONTREE HEATH BUS STATION;549252;186869;51.560958;0.15174083
LONDON ROAD;558949;193558;51.618406;0.29454124
HAZEL MEAD;522037;162214;51.345916;-0.24914512
HAZEL MEAD;522043;162224;51.346004;-0.24905559
HENDERSON ROAD;541307;185004;51.546244;0.036456348
NEW CROSS FIRE STATION;535632;176816;51.474056;-0.048479976
CONDUIT STREET / NEW BOND STREET;528992;180823;51.511618;-0.14256823
ELMERS END INTERCHANGE # >T<;535856;168410;51.398463;-0.048478919
ELMERS END INTERCHANGE # >T<;535834;168391;51.398298;-0.048802235
TESCO BRENT CROSS;523811;187717;51.574732;-0.21476558
ST MATTHEW'S CHURCH;531015;175168;51.460333;-0.11552926
SAINSBURY'S EAST BECKTON;543494;182262;51.521054;0.066857673
KING GEORGE'S PARK;525385;174458;51.455226;-0.19677621
BETHUNE ROAD;520729;182038;51.524362;-0.26116445
UXBRIDGE ROAD / SAINSBURYS;498650;179662;51.507288;-0.5799659
OAKS PARK;527730;161025;51.33398;-0.16787343
OAKS PARK;527736;161068;51.334365;-0.16777194
WESTMINSTER STN <> / PARLIAMENT SQUARE;530168;179836;51.502478;-0.12599529
SAINSBURY'S EAST BECKTON;543496;182276;51.52118;0.066892176
WARWICK ROAD;525629;178215;51.488937;-0.19193187
SUTTON COMMON STATION #;525646;165489;51.374563;-0.19619733
SUTTON COMMON STATION #;525585;165525;51.3749;-0.19706056
ST PAUL'S STATION <>;532241;181219;51.514426;-0.095627948
ALDERCROFT;530522;159114;51.316173;-0.12851737
LONDON CITY AIRPORT;542406;180232;51.503089;0.050367376
MALLARDS ROAD;546444;182411;51.521637;0.10940868
BROOMWOOD ROAD;528336;174687;51.456624;-0.15424409
BROOMWOOD ROAD;528356;174691;51.456655;-0.15395494
PALMERSTON ROAD;530864;192097;51.612501;-0.11141461
IMPERIAL ROAD;526278;176575;51.474054;-0.18317506
LONDON CITY AIRPORT;542425;180232;51.503084;0.050640936
GREENHILL WAY;515370;188315;51.581896;-0.33631818
HARROW TOWN CENTRE / ST JOHN'S ROAD;515644;188364;51.58228;-0.33234935
HARROW TOWN CENTRE;515540;188187;51.580711;-0.33390784
KING EDWARD STREET;532026;181450;51.516552;-0.098638098
LITTLE BRITAIN;532062;181569;51.517613;-0.098075026
MALDEN MANOR STATION #;520997;166537;51.384991;-0.26260058
MALDEN MANOR / RICHARD CHALLONER SCHOOL;520925;166578;51.385375;-0.26362079
MALDEN MANOR STATION #;520979;166566;51.385255;-0.26284925
CRANMER TERRACE;526888;171473;51.428066;-0.17622484
SUTTON LANE;501663;177764;51.489695;-0.5371135
WALLINGTON STATION #;528834;164038;51.360809;-0.15094513
STRATFORD CITY BUS STATION;538497;184657;51.543822;-0.004177626
STRATFORD CITY BUS STATION;538502;184599;51.5433;-0.004128377
STRATFORD CITY BUS STATION;538508;184613;51.543424;-0.004036405
LEA BRIDGE ROUNDABOUT / B6 COLLEGE;534778;186186;51.558462;-0.057189072
SUTTON LANE;501650;177752;51.489589;-0.53730413
MUIR ROAD;534455;186168;51.558377;-0.06185243
MUIR ROAD;534408;186182;51.558514;-0.062524651
OTTAWAY STREET;534264;186040;51.557272;-0.064654784
OTTAWAY STREET;534232;185981;51.55675;-0.065138598
DOWNS ROAD / RECTORY ROAD;534070;185846;51.555575;-0.06752539
DOWNS ROAD / RECTORY ROAD;534092;185837;51.555489;-0.067211678
DALSTON JUNCTION #;533534;184690;51.545314;-0.075690545
SHACKLEWELL LANE / AMHURST ROAD;533994;185665;51.553966;-0.068689867
BOND STREET;517610;180702;51.513012;-0.30654677
SHACKLEWELL LANE / AMHURST ROAD;533982;185669;51.554005;-0.068861325
THE PETCHEY ACADEMY;533868;185498;51.552496;-0.070569663
THE PETCHEY ACADEMY;533835;185492;51.552449;-0.071047624
ROCHESTER ROW;529430;178890;51.494146;-0.13696867
LEINSTER TERRACE;526253;180655;51.510726;-0.18207677
KENNINGTON ROAD;531374;178417;51.489448;-0.10915776
DOVER PATROL;540975;176118;51.466479;0.02812273
WELLS HOUSE ROAD;521348;181951;51.523447;-0.25227636
MOOREHEAD WAY / WEIGALL ROAD;540614;175319;51.459389;0.022611668
DURHAM STREET;530755;178077;51.486536;-0.1181941
BETHUNE ROAD;532857;187931;51.574598;-0.084224119
BOLINGBROKE WAY;508669;180544;51.51338;-0.43538796
CLAPHAM JUNCTION STATION #;527193;175372;51.463038;-0.17044013
RUSSELL SQUARE STATION <>;530021;182223;51.523963;-0.12723242
PALMERSTON ROAD;530896;192075;51.612296;-0.11096093
KENNINGTON ROAD;531285;178385;51.489181;-0.1104508
QUAY ROAD;543864;183314;51.530413;0.072616166
QUAY ROAD;543879;183267;51.529987;0.072813076
GAYTON ROAD;515771;188119;51.580052;-0.33059794
KING GEORGE HOSPITAL;546433;188833;51.579343;0.11192124
WANDSWORTH ROAD STATION #;529432;176294;51.470816;-0.13789043
GLOUCESTER ROAD;533750;192404;51.614582;-0.069642177
OLDFIELD CIRCUS / CARR ROAD;514501;184875;51.551155;-0.349974
LOUGHBOROUGH STREET;531050;178138;51.487016;-0.11392521
OLDFIELD CIRCUS / WADHAM GARDENS;514531;184861;51.551023;-0.34954607
BISHOP'S BRIDGE;526426;181526;51.518515;-0.17927309
BISHOP'S BRIDGE;526393;181494;51.518235;-0.17975991
CLEVELAND TERRACE;526371;181374;51.517161;-0.1801198
DUKES AVENUE;521393;168554;51.403034;-0.25622356
RENFREW ROAD;531612;178586;51.490911;-0.10566881
PALL MALL / ST JAMES'S PALACE;529520;180246;51.506312;-0.13517561
CHEYNE HILL;518656;168114;51.399658;-0.29569919
MOUNT VERNON HOSPITAL;507775;192004;51.616554;-0.4447558
PIONEER POINT;543635;186262;51.556961;0.070519314
WOOD STREET STATION #;538422;189439;51.586811;-0.003376826
RENFREW ROAD;531546;178536;51.490477;-0.10663752
LONDON BRIDGE STATION # <>;532896;180210;51.505205;-0.086574143
LONDON BRIDGE STATION # <>;532892;180202;51.505134;-0.086634754
CHESSINGTON WORLD OF ADVENTURES;517539;162585;51.350197;-0.31357565
WESTBOURNE TERRACE / CRAVEN ROAD;526582;181051;51.514211;-0.17719638
WESTBOURNE TERRACE / CRAVEN ROAD;526573;181041;51.514123;-0.1773296
SOLAR WAY;536854;199213;51.675022;-0.022178388
MOORGATE STATION <> #;532638;181583;51.517604;-0.089773226
CANNONS CORNER;518378;192691;51.620601;-0.29145027
BROCKLEY AVENUE;518206;192937;51.622848;-0.29385067
LOUGHBOROUGH STREET;530933;178113;51.486818;-0.1156186
INNOVA PARK;536927;199368;51.676397;-0.021062603
INNOVA PARK;536940;199406;51.676735;-0.020859821
BARNET HOSPITAL;523640;196297;51.651878;-0.21420814
BUCKINGHAM ROAD;544819;186528;51.559048;0.087695649
KIMPTON ROAD;524783;165472;51.3746;-0.20859572
SUTTON-CHEAM TESCO STORE;524982;165658;51.376228;-0.20567278
SUTTON-CHEAM TESCO STORE;524952;165678;51.376415;-0.20609656
LONDON ACADEMY;518445;192919;51.622636;-0.29040592
CHARLTON WAY / MAZE HILL;539758;177084;51.475461;0.010995817
RAINSFORD ROAD;519568;183179;51.534863;-0.27750434
WARREN DRIVE SOUTH;520041;166291;51.382983;-0.27641513
ATKINSON CLOSE / COPSE HILL;522513;170275;51.418261;-0.23953639
SKIPTON DRIVE;508222;179368;51.502896;-0.44218754
PROLOGIS PARK;507976;179288;51.502224;-0.44575483
RAINHAM STATION;552131;182046;51.516856;0.19115876
RAINHAM STATION;552101;182062;51.517007;0.19073363
STREATHAM STATION #;530031;171264;51.425476;-0.1311179
STREATHAM STATION #;530011;171244;51.425301;-0.13141274
PONDERS END STATION #;535929;195581;51.64261;-0.036958486
BLACKFRIARS STATION <># / NORTH ENTRANCE;531655;180750;51.510348;-0.10424297
WINIFRED STREET;542764;180148;51.502244;0.055487842
LORD STREET;542436;180168;51.502506;0.050773492
NORTH ACTON STATION <>;520831;181875;51.522875;-0.25975076
ONDINE ROAD;533750;175361;51.461429;-0.076111686
CHISWICK BUSINESS PARK;519951;178874;51.496091;-0.27344864
CHISWICK BUSINESS PARK;519986;178879;51.496129;-0.272943
MUSWELL HILL BROADWAY;528803;189685;51.591301;-0.14204823
HALING PARK GARDENS;531946;163839;51.358307;-0.10634716
WHITGIFT AVENUE;531936;164225;51.361778;-0.10634763
HEATH CLOSE;531938;163932;51.359145;-0.10642752
BLACKFORD CLOSE;531893;162934;51.350186;-0.10744311
LYNSCOTT WAY;531695;162626;51.347464;-0.11039854
WYVERN ROAD;531655;162302;51.344562;-0.11109229
LYNSCOTT WAY;531766;162668;51.347825;-0.10936412
WYVERN ROAD;531596;162225;51.343884;-0.11196735
PURLEY HOSPITAL;531315;161845;51.340534;-0.11613956
ST GILES SCHOOL;532012;163545;51.35565;-0.10550881
REGINA COELI SCHOOL;532003;163412;51.354457;-0.1056873
BLACKFORD CLOSE;531870;162844;51.349383;-0.10780651
SOUTH CROYDON STATION #;532692;164559;51.364604;-0.095370863
SOUTH CROYDON STATION #;532696;164512;51.364181;-0.095330964
WINDMILL ROAD;532363;166927;51.385961;-0.099212634
WINDMILL ROAD;532423;166979;51.386415;-0.098331517
OXLEAY ROAD;512971;187133;51.571758;-0.3713063
PURLEY HOSPITAL;531403;161939;51.341358;-0.11484224
TROOPERS DRIVE;553797;192754;51.612612;0.21983183
TEES DRIVE;554075;192789;51.612851;0.22385899
DEERHURST ROAD;530664;171031;51.423236;-0.12210437
MOTTINGHAM ROAD;542899;171788;51.427089;0.054055193
LOGS HILL;542267;170288;51.413769;0.044369218
LOGS HILL;542303;170299;51.413859;0.044890945
OLD KENT ROAD / EAST STREET;533263;178690;51.491459;-0.081863017
DRYFIELD ROAD;520206;191726;51.611541;-0.26538879
DULWICH LIBRARY;533940;173961;51.448803;-0.073908025
BISPHAM ROAD;518728;182787;51.531517;-0.28974138
ABBEY ROAD;520110;182578;51.529347;-0.26989859
WESTERN ROAD;519974;182520;51.528854;-0.27187793
WESTERN ROAD;520004;182542;51.529046;-0.27143818
RADNOR WAY;519627;182441;51.528218;-0.27690456
CUMBERLAND AVENUE;519966;182823;51.531579;-0.27189009
CUMBERLAND AVENUE;519990;182805;51.531412;-0.27155039
COMMERCIAL WAY;519746;183095;51.53407;-0.27496779
COMMERCIAL WAY;519757;183100;51.534113;-0.27480758
RADNOR WAY;519576;182441;51.528228;-0.2776394
PARK ROYAL STATION <>;519254;182502;51.528845;-0.28225833
PARK ROYAL STATION;519258;182523;51.529033;-0.28219359
HENLYS CORNER;524870;189430;51.589893;-0.19888338
AVON ROAD;556503;188030;51.569425;0.25677627
WICK LANE;536898;184042;51.538685;-0.027460445
KINGSTON HALL ROAD;517940;168972;51.407519;-0.30570194
STOCKLEY ACADEMY;507054;181087;51.518569;-0.45848749
DOWNSIDE ROAD;527254;163551;51.356788;-0.17380028
DOWNSIDE ROAD;527285;163644;51.357617;-0.17332206
CHESSINGTON WORLD OF ADVENTURES;517276;162145;51.346297;-0.31749532
BACON LANE;519893;189464;51.591279;-0.27067936
ETON GROVE;519528;189307;51.589945;-0.27599916
ETON GROVE;519506;189289;51.589788;-0.2763227
BACON LANE;519809;189402;51.59074;-0.27191249
FINCHALE ROAD / EYNSHAM DRIVE;546738;179413;51.494623;0.11239677
FINCHALE ROAD / EYNSHAM DRIVE;546722;179436;51.494833;0.11217601
DEVENISH ROAD;546417;179611;51.496485;0.10785815
MITCHAM FAIR GREEN;527734;169027;51.405894;-0.16494315
SALTER STREET;537034;180864;51.510095;-0.026735738
MONKS ORCHARD ROAD;537251;166034;51.376777;-0.029356244
WOOD END GREEN ROAD;508640;181624;51.523093;-0.43547313
OAKESHOTT AVENUE;528105;186740;51.564994;-0.15319181
OAKESHOTT AVENUE;528122;186712;51.564738;-0.15295688
THE EARDLEY ARMS;548972;178315;51.484173;0.14409095
SALTWOOD CLOSE;547070;164896;51.364095;0.11115391
VICTORIA STREET;548945;178200;51.483147;0.14365393
ALBERT ROAD / NUXLEY ROAD;549001;178023;51.481542;0.1443852
GRAVEL ROAD;542035;165417;51.370057;0.039088239
GRAVEL ROAD;542045;165450;51.370351;0.039244978
HIGHGATE SCHOOL / HAMPSTEAD LANE;528323;187512;51.571882;-0.14976679
CAMDEN GARDENS;528997;184175;51.54174;-0.14126985
VANBURGH PARK ROAD;539784;177444;51.47869;0.011512268
VANBRUGH PARK ROAD;539762;177458;51.478821;0.01120121
SANDERSTEAD METHODIST CHURCH;534292;160664;51.329225;-0.073870266
BELVEDERE POLICE STATION;549258;178376;51.484646;0.14823255
LONDON ROAD;506155;172509;51.441637;-0.4740146
SOUTHEND LANE;538133;171937;51.429608;-0.014395424
SOUTHEND LANE;538168;171862;51.428926;-0.013921513
THE CATFORD BROADWAY;537708;173710;51.445644;-0.019816013
ROKEBY SCHOOL;539919;181921;51.518886;0.01522886
COLINDALE AVENUE;520826;189539;51.591754;-0.25719191
BECKENHAM JUNCTION STATION # >T<;537447;169705;51.409718;-0.02512175
SYDENHAM STATION #/ WESTWOOD HILL;535182;171601;51.4273;-0.056946094
BOSWORTH ROAD / GARROW HOUSE - RNIB;524400;182294;51.525866;-0.20818652
CASTLEVIEW GARDENS;542366;188221;51.574885;0.053019713
LONGMEAD PRIMARY SCHOOL;506110;178737;51.497624;-0.47279394
MITCHAM FAIR GREEN;527871;168942;51.405099;-0.16300519
ST MICHAEL'S CHURCH;528216;187202;51.56912;-0.15142289
FULHAM ROAD / BEAUFORT STREET;526552;178054;51.487284;-0.17870257
CHURCH GREEN;509797;181128;51.518411;-0.4189575
CHURCH GREEN;509807;181061;51.517807;-0.41883429
TYLNEY ROAD;541736;168818;51.400692;0.036151878
HAWTHORNE ROAD;542354;168645;51.398983;0.044960592
CLARENCE ROAD;542127;168618;51.398798;0.041688873
CLARENCE ROAD;542108;168608;51.398712;0.041411933
THE AVENUE / BEACONSFIELD ROAD;541809;168626;51.398949;0.037123921
THE AVENUE / BEACONSFIELD ROAD;541795;168639;51.399069;0.036927997
THE LORD HOMESDALE;541700;168804;51.400576;0.035629121
LINK WAY;542234;167008;51.384303;0.042581472
LINK WAY;542228;166968;51.383946;0.042479303
TURPINGTON LANE COMMUNITY CENTRE;542248;167170;51.385756;0.042847351
TURPINGTON LANE COMMUNITY CENTRE;542239;167178;51.38583;0.042721303
LAVENDER CLOSE;542180;167415;51.387974;0.041968804
WOODSIDE ROAD;542370;167772;51.391135;0.044840572
WOODSIDE ROAD;542386;167891;51.3922;0.045118063
PARK HILL;542399;168299;51.395863;0.045468317
PARK HILL;542437;168333;51.396159;0.046027792
LIME CLOSE;542429;168500;51.397662;0.045979839
THE LORD HOMESDALE;541560;168743;51.400062;0.03359359
OLD HOMESDALE ROAD;541385;168542;51.3983;0.030999579
GREAT ELMS ROAD;541163;168302;51.396198;0.027715132
GREAT ELMS ROAD;541177;168327;51.39642;0.027926171
BLENHEIM ROAD;542387;168086;51.393952;0.045210575
BLENHEIM ROAD;542372;168075;51.393857;0.044990712
FELTHAM YOUNG OFFENDERS INSTITUTE;509006;172628;51.442165;-0.43297361
SOUTH HARROW BUS STATION;514306;186421;51.56509;-0.35228312
SOUTH HARROW BUS STATION <>;514304;186409;51.564982;-0.35231586
SOUTH HARROW BUS STATION;514343;186412;51.565001;-0.35175248
ELECTRIC LANE;531117;175311;51.461595;-0.11400892
NORTH WOOLWICH FERRY #;543219;179782;51.49884;0.061890269
CONSTANCE STREET;542028;180160;51.502537;0.044895991
CUSTOM HOUSE STATION # [DLR];540850;180959;51.510011;0.028254098
KILMORIE ROAD;536271;173271;51.442047;-0.040649788
NORTH CHEAM / SAINSBURY'S;523584;165229;51.372678;-0.2258976
TURPINGTON LANE / BROMLEY COMMON;542082;166884;51.383227;0.040349087
HAWTHORNE ROAD;542319;168629;51.398848;0.044451397
OLD HOMESDALE ROAD;541362;168523;51.398135;0.030661618
WALLBUTTON ROAD;536151;176222;51.468594;-0.041240437
WALLBUTTON ROAD;536107;176208;51.468479;-0.041878889
MANOR ROAD;545108;192642;51.613911;0.094386741
MANOR ROAD / GRANGE HILL STATION <>;545068;192638;51.613885;0.093807785
HAREFIELD WEST / BELFRY AVENUE;504238;190919;51.607468;-0.49614524
TYRWHITT ROAD;537219;175579;51.462558;-0.026123705
TYRWHITT ROAD;537281;175548;51.462265;-0.025243811
CLAPTON POND;534860;186094;51.557615;-0.056042188
LITTLE PARK GARDENS;532498;196640;51.652944;-0.086112184
STANDARD ROAD;520538;182449;51.528096;-0.26377573
BASHLEY ROAD;520834;182448;51.528024;-0.25951119
TOLLINGTON PARK;530984;187255;51.568961;-0.11148801
URBAN LEARNING FOUNDATION;537170;180997;51.511257;-0.024725537
URBAN LEARNING FOUNDATION;537155;181018;51.511449;-0.024933392
STRATHEDEN ROAD / SHOOTERS HILL ROAD;540161;176990;51.474517;0.016757531
NORTHROP ROAD;509350;176701;51.478708;-0.4267678
PILGRIMS WAY;542385;183824;51.53537;0.05151504
PILGRIMS WAY;542390;183798;51.535136;0.051576575
BRUNEL UNIVERSITY SPORTS PARK;506591;182160;51.528301;-0.46483358
KINGSTON LANE PENTECOSTAL CHURCH;506531;182358;51.530092;-0.46563835
CROYDON BOWLING CLUB;532153;164334;51.362708;-0.10319215
CAMDEN HIGH STREET;529089;183554;51.536138;-0.14017149
GALLIONS REACH ROUNDABOUT;543720;181005;51.509702;0.069600767
FERNDALE STREET;543673;181109;51.510649;0.068966316
HIGH STREET PLAISTOW;540322;183287;51.531061;0.021576942
BELMONT ROAD;505610;184318;51.547881;-0.47832305
RAINHAM TESCO;552103;182337;51.519478;0.19088102
MAY ROAD;537120;191835;51.608659;-0.021222443
MAY ROAD;537090;191838;51.608694;-0.021654228
CHINGFORD HALL ESTATE;536850;191904;51.609345;-0.025092154
PARKLANDS;518822;167498;51.394087;-0.2935201
NEWHAM TOWN HALL;542664;183598;51.533269;0.055443393
POPLAR / ALL SAINTS CHURCH;538107;180976;51.51084;-0.01123998
WOODFIELD AVENUE;529546;172175;51.433774;-0.13775697
ST ALBAN'S CHURCH;543107;171996;51.428905;0.057128923
